[28/10/20 14:04:40:513 GMT]  INFO util.Config: Initializing properties reader.
[28/10/20 14:04:40:518 GMT]  INFO util.Config: Loading dotCMS [dotmarketing-config.properties] Properties...
[28/10/20 14:04:40:575 GMT]  INFO util.Config: dotCMS Properties [dotmarketing-config.properties] Loaded
[28/10/20 14:04:40:616 GMT]  INFO util.Config: Loading dotCMS [dotcms-config-cluster.properties] Properties...
[28/10/20 14:04:40:617 GMT]  INFO util.Config: dotCMS Properties [dotcms-config-cluster.properties] Loaded
[28/10/20 14:04:40:620 GMT]  INFO util.Config: Assigned default refresh: 5 minutes.
[28/10/20 14:04:41:464 GMT]  INFO provider.CacheSizingUtil: Unable to use the Unsafe.class to size cache objects, falling back to serialization:java.lang.NullPointerException (every 60000 millis)
[28/10/20 14:04:41:528 GMT]  INFO h22.H22Cache: Initing H22 cache db:0
[28/10/20 14:04:41:529 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:0
[28/10/20 14:04:41:544 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/h2cachetest/0/2020-10-28_14-04-41/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[28/10/20 14:04:41:552 GMT]  INFO hikari.HikariDataSource: HikariPool-1 - Starting...
[28/10/20 14:04:42:010 GMT]  INFO pool.PoolBase: HikariPool-1 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[28/10/20 14:04:42:017 GMT]  INFO hikari.HikariDataSource: HikariPool-1 - Start completed.
[28/10/20 14:04:42:045 GMT]  INFO h22.H22Cache: Initing H22 cache db:1
[28/10/20 14:04:42:046 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:1
[28/10/20 14:04:42:046 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/h2cachetest/1/2020-10-28_14-04-42/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[28/10/20 14:04:42:046 GMT]  INFO hikari.HikariDataSource: HikariPool-2 - Starting...
[28/10/20 14:04:42:083 GMT]  INFO pool.PoolBase: HikariPool-2 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[28/10/20 14:04:42:086 GMT]  INFO hikari.HikariDataSource: HikariPool-2 - Start completed.
[28/10/20 14:04:42:104 GMT]  INFO h22.H22Cache: Initing H22 cache db:0
[28/10/20 14:04:42:104 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:0
[28/10/20 14:04:42:105 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/1603893882104-0/0/2020-10-28_14-04-42/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[28/10/20 14:04:42:105 GMT]  INFO hikari.HikariDataSource: HikariPool-3 - Starting...
