[14/10/20 21:31:40:028 GMT]  INFO util.SystemProperties: Loading file:/build/src/core/dotCMS/build/resources/main/system.properties
[14/10/20 21:31:40:030 GMT]  INFO util.SystemProperties: Loading file:/build/src/core/dotCMS/build/resources/main/system-ext.properties
[14/10/20 21:31:40:052 GMT]  INFO util.PropsLoader: Loading file:/build/src/core/dotCMS/build/resources/main/portal.properties
[14/10/20 21:31:40:052 GMT]  INFO util.PropsLoader: Loading file:/build/src/core/dotCMS/build/resources/main/portal-ext.properties
[14/10/20 21:31:40:396 GMT]  INFO util.Config: Loading dotCMS [dotmarketing-config.properties] Properties...
[14/10/20 21:31:40:676 GMT]  INFO util.Config: dotCMS Properties [dotmarketing-config.properties] Loaded
[14/10/20 21:31:40:709 GMT]  INFO util.Config: Loading dotCMS [dotcms-config-cluster.properties] Properties...
[14/10/20 21:31:40:712 GMT]  INFO util.Config: dotCMS Properties [dotcms-config-cluster.properties] Loaded
[14/10/20 21:31:40:717 GMT]  INFO util.Config: Assigned default refresh: 5 minutes.
[14/10/20 21:31:42:012 GMT]  INFO h22.H22Cache: Initing H22 cache db:0
[14/10/20 21:31:42:013 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:0
[14/10/20 21:31:42:030 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/h2cachetest/0/2020-10-14_21-31-42/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[14/10/20 21:31:42:041 GMT]  INFO hikari.HikariDataSource: HikariPool-1 - Starting...
[14/10/20 21:31:42:790 GMT]  INFO pool.PoolBase: HikariPool-1 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[14/10/20 21:31:42:795 GMT]  INFO hikari.HikariDataSource: HikariPool-1 - Start completed.
[14/10/20 21:31:42:816 GMT]  INFO h22.H22Cache: Initing H22 cache db:1
[14/10/20 21:31:42:816 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:1
[14/10/20 21:31:42:817 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/h2cachetest/1/2020-10-14_21-31-42/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[14/10/20 21:31:42:817 GMT]  INFO hikari.HikariDataSource: HikariPool-2 - Starting...
[14/10/20 21:31:42:866 GMT]  INFO pool.PoolBase: HikariPool-2 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[14/10/20 21:31:42:867 GMT]  INFO hikari.HikariDataSource: HikariPool-2 - Start completed.
[14/10/20 21:31:42:894 GMT]  INFO h22.H22Cache: Initing H22 cache db:0
[14/10/20 21:31:42:895 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:0
[14/10/20 21:31:42:895 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/1602711102894-0/0/2020-10-14_21-31-42/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[14/10/20 21:31:42:897 GMT]  INFO hikari.HikariDataSource: HikariPool-3 - Starting...
[14/10/20 21:31:42:935 GMT]  INFO pool.PoolBase: HikariPool-3 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[14/10/20 21:31:42:938 GMT]  INFO hikari.HikariDataSource: HikariPool-3 - Start completed.
[14/10/20 21:31:42:955 GMT]  INFO h22.H22Cache: Initing H22 cache db:1
[14/10/20 21:31:42:957 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:1
[14/10/20 21:31:42:958 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/1602711102894-0/1/2020-10-14_21-31-42/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[14/10/20 21:31:42:958 GMT]  INFO hikari.HikariDataSource: HikariPool-4 - Starting...
[14/10/20 21:31:43:006 GMT]  INFO pool.PoolBase: HikariPool-4 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[14/10/20 21:31:43:013 GMT]  INFO hikari.HikariDataSource: HikariPool-4 - Start completed.
[14/10/20 21:31:43:115 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:0
