[08/10/20 17:06:04:168 GMT]  INFO util.SystemProperties: Loading file:/build/src/core/dotCMS/build/resources/main/system.properties
[08/10/20 17:06:04:170 GMT]  INFO util.SystemProperties: Loading file:/build/src/core/dotCMS/build/resources/main/system-ext.properties
[08/10/20 17:06:04:188 GMT]  INFO util.PropsLoader: Loading file:/build/src/core/dotCMS/build/resources/main/portal.properties
[08/10/20 17:06:04:189 GMT]  INFO util.PropsLoader: Loading file:/build/src/core/dotCMS/build/resources/main/portal-ext.properties
[08/10/20 17:06:04:488 GMT]  INFO util.Config: Loading dotCMS [dotmarketing-config.properties] Properties...
[08/10/20 17:06:04:734 GMT]  INFO util.Config: dotCMS Properties [dotmarketing-config.properties] Loaded
[08/10/20 17:06:04:771 GMT]  INFO util.Config: Loading dotCMS [dotcms-config-cluster.properties] Properties...
[08/10/20 17:06:04:772 GMT]  INFO util.Config: dotCMS Properties [dotcms-config-cluster.properties] Loaded
[08/10/20 17:06:04:773 GMT]  INFO util.Config: Assigned default refresh: 5 minutes.
[08/10/20 17:06:05:847 GMT]  INFO h22.H22Cache: Initing H22 cache db:0
[08/10/20 17:06:05:847 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:0
[08/10/20 17:06:05:862 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/h2cachetest/0/2020-10-08_17-06-05/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[08/10/20 17:06:05:868 GMT]  INFO hikari.HikariDataSource: HikariPool-1 - Starting...
[08/10/20 17:06:06:513 GMT]  INFO pool.PoolBase: HikariPool-1 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[08/10/20 17:06:06:516 GMT]  INFO hikari.HikariDataSource: HikariPool-1 - Start completed.
[08/10/20 17:06:06:535 GMT]  INFO h22.H22Cache: Initing H22 cache db:1
[08/10/20 17:06:06:535 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:1
[08/10/20 17:06:06:536 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/h2cachetest/1/2020-10-08_17-06-06/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[08/10/20 17:06:06:536 GMT]  INFO hikari.HikariDataSource: HikariPool-2 - Starting...
[08/10/20 17:06:06:570 GMT]  INFO pool.PoolBase: HikariPool-2 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[08/10/20 17:06:06:570 GMT]  INFO hikari.HikariDataSource: HikariPool-2 - Start completed.
[08/10/20 17:06:06:601 GMT]  INFO h22.H22Cache: Initing H22 cache db:0
[08/10/20 17:06:06:601 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:0
[08/10/20 17:06:06:603 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/1602176766599-0/0/2020-10-08_17-06-06/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[08/10/20 17:06:06:603 GMT]  INFO hikari.HikariDataSource: HikariPool-3 - Starting...
[08/10/20 17:06:06:640 GMT]  INFO pool.PoolBase: HikariPool-3 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[08/10/20 17:06:06:641 GMT]  INFO hikari.HikariDataSource: HikariPool-3 - Start completed.
[08/10/20 17:06:06:652 GMT]  INFO h22.H22Cache: Initing H22 cache db:1
[08/10/20 17:06:06:652 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:1
[08/10/20 17:06:06:653 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/1602176766599-0/1/2020-10-08_17-06-06/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[08/10/20 17:06:06:654 GMT]  INFO hikari.HikariDataSource: HikariPool-4 - Starting...
[08/10/20 17:06:06:685 GMT]  INFO pool.PoolBase: HikariPool-4 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[08/10/20 17:06:06:692 GMT]  INFO hikari.HikariDataSource: HikariPool-4 - Start completed.
[08/10/20 17:06:06:753 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:0
[08/10/20 17:06:06:754 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/1602176766599-0/0/2020-10-08_17-06-06/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[08/10/20 17:06:06:755 GMT]  INFO hikari.HikariDataSource: HikariPool-5 - Starting...
