[13/10/20 15:59:10:363 GMT]  INFO util.SystemProperties: Loading file:/build/src/core/dotCMS/build/resources/main/system.properties
[13/10/20 15:59:10:369 GMT]  INFO util.SystemProperties: Loading file:/build/src/core/dotCMS/build/resources/main/system-ext.properties
[13/10/20 15:59:10:394 GMT]  INFO util.PropsLoader: Loading file:/build/src/core/dotCMS/build/resources/main/portal.properties
[13/10/20 15:59:10:395 GMT]  INFO util.PropsLoader: Loading file:/build/src/core/dotCMS/build/resources/main/portal-ext.properties
[13/10/20 15:59:10:790 GMT]  INFO util.Config: Loading dotCMS [dotmarketing-config.properties] Properties...
[13/10/20 15:59:11:093 GMT]  INFO util.Config: dotCMS Properties [dotmarketing-config.properties] Loaded
[13/10/20 15:59:11:137 GMT]  INFO util.Config: Loading dotCMS [dotcms-config-cluster.properties] Properties...
[13/10/20 15:59:11:139 GMT]  INFO util.Config: dotCMS Properties [dotcms-config-cluster.properties] Loaded
[13/10/20 15:59:11:144 GMT]  INFO util.Config: Assigned default refresh: 5 minutes.
[13/10/20 15:59:12:541 GMT]  INFO h22.H22Cache: Initing H22 cache db:0
[13/10/20 15:59:12:541 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:0
[13/10/20 15:59:12:560 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/h2cachetest/0/2020-10-13_15-59-12/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[13/10/20 15:59:12:569 GMT]  INFO hikari.HikariDataSource: HikariPool-1 - Starting...
[13/10/20 15:59:13:343 GMT]  INFO pool.PoolBase: HikariPool-1 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[13/10/20 15:59:13:348 GMT]  INFO hikari.HikariDataSource: HikariPool-1 - Start completed.
[13/10/20 15:59:13:371 GMT]  INFO h22.H22Cache: Initing H22 cache db:1
[13/10/20 15:59:13:375 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:1
[13/10/20 15:59:13:376 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/h2cachetest/1/2020-10-13_15-59-13/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[13/10/20 15:59:13:376 GMT]  INFO hikari.HikariDataSource: HikariPool-2 - Starting...
[13/10/20 15:59:13:412 GMT]  INFO pool.PoolBase: HikariPool-2 - Driver does not support get/set network timeout for connections. (org.h2.jdbc.JdbcConnection.getNetworkTimeout()I)
[13/10/20 15:59:13:416 GMT]  INFO hikari.HikariDataSource: HikariPool-2 - Start completed.
[13/10/20 15:59:13:441 GMT]  INFO h22.H22Cache: Initing H22 cache db:0
[13/10/20 15:59:13:441 GMT]  INFO h22.H22Cache: Building new H22 Cache, db:0
[13/10/20 15:59:13:444 GMT]  INFO h22.H22HikariPool: H22 on disk cache:jdbc:h2:/tmp/1602604753437-0/0/2020-10-13_15-59-13/cache;MVCC=TRUE;DB_CLOSE_ON_EXIT=FALSE
[13/10/20 15:59:13:444 GMT]  INFO hikari.HikariDataSource: HikariPool-3 - Starting...
